#X,C1_BASE1->TM_Torque(abs)
#Time(sec),Torque(N-m)_Real
1.598580E+00,1.266856
1.598901E+00,0.149658
1.599222E+00,0.149655
1.599543E+00,0.149653
1.599864E+00,0.149013
1.600185E+00,1.265576
1.600506E+00,0.149645
1.600827E+00,0.149006
1.601148E+00,1.264807
1.601469E+00,0.149637
1.601790E+00,0.149634
1.602111E+00,0.149632
1.602432E+00,0.149629
1.602753E+00,0.149626
1.603074E+00,0.149624
1.603395E+00,0.149621
1.603716E+00,0.149618
1.604037E+00,0.149615
1.604358E+00,0.148976
1.604679E+00,1.261988
1.605000E+00,0.148970
1.605321E+00,1.261476
1.605642E+00,0.148965
1.605963E+00,1.260963
1.606284E+00,0.148960
1.606605E+00,1.260453
1.606926E+00,0.148954
1.607247E+00,1.259940
1.607568E+00,0.149585
1.607889E+00,0.149582
1.608210E+00,0.148943
1.608531E+00,0.148940
1.608852E+00,1.258660
1.609173E+00,0.149571
1.609494E+00,0.149568
1.609815E+00,0.149565
1.610136E+00,0.149563
1.610457E+00,0.149560
1.610778E+00,0.149557
1.611099E+00,0.148917
1.611420E+00,1.256611
1.611741E+00,0.148911
1.612062E+00,1.256099
1.612383E+00,0.148906
1.612704E+00,1.255588
1.613025E+00,0.149537
1.613346E+00,0.149534
1.613667E+00,0.149531
1.613988E+00,0.149529
1.614309E+00,0.149526
1.614630E+00,0.149523
1.614951E+00,0.149520
1.615272E+00,0.149517
1.615593E+00,0.148877
1.615914E+00,1.253029
1.616235E+00,0.149508
1.616556E+00,0.149505
1.616877E+00,0.149502
1.617198E+00,0.148862
1.617519E+00,0.148859
1.617840E+00,1.251493
1.618161E+00,0.149490
1.618482E+00,0.148851
1.618803E+00,0.148848
1.619124E+00,0.148844
1.619445E+00,0.148841
1.619766E+00,0.148838
1.620087E+00,1.249704
1.620408E+00,0.149470
1.620729E+00,0.149467
1.621050E+00,0.149464
1.621371E+00,0.149461
1.621692E+00,0.149458
1.622013E+00,0.149455
1.622334E+00,0.149452
1.622655E+00,0.149448
1.622976E+00,0.148808
1.623297E+00,1.247146
1.623618E+00,0.149439
1.623939E+00,0.149436
1.624260E+00,0.149433
1.624581E+00,0.148793
1.624902E+00,1.245869
1.625223E+00,0.149424
1.625544E+00,0.148784
1.625865E+00,1.245102
1.626186E+00,0.148777
1.626507E+00,0.148774
1.626828E+00,1.244335
1.627149E+00,0.149406
1.627470E+00,0.149403
1.627791E+00,0.149399
1.628112E+00,0.149396
1.628433E+00,0.148755
1.628754E+00,0.148752
1.629075E+00,1.242546
1.629396E+00,0.148746
1.629717E+00,0.148743
1.630038E+00,0.148740
1.630359E+00,0.148736
1.630680E+00,0.148734
1.631001E+00,1.241014
1.631322E+00,0.149365
1.631643E+00,0.149362
1.631964E+00,0.148721
1.632285E+00,0.148718
1.632606E+00,1.239736
1.632927E+00,0.148711
1.633248E+00,1.239225
1.633569E+00,0.149343
1.633890E+00,0.149339
1.634211E+00,0.149336
1.634532E+00,0.149333
1.634853E+00,0.148692
1.635174E+00,1.237693
1.635495E+00,0.149323
1.635816E+00,0.149320
1.636137E+00,0.149316
1.636458E+00,0.149313
1.636779E+00,0.148672
1.637100E+00,1.236162
1.637421E+00,0.149304
1.637742E+00,0.149301
1.638063E+00,0.148659
1.638384E+00,0.148656
1.638705E+00,0.148652
1.639026E+00,1.234630
1.639347E+00,0.149284
1.639668E+00,0.149281
1.639989E+00,0.149277
1.640310E+00,0.149274
1.640631E+00,0.149271
1.640952E+00,0.149267
1.641273E+00,0.149264
1.641594E+00,0.149260
1.641915E+00,0.149257
1.642236E+00,0.149254
1.642557E+00,0.148612
1.642878E+00,1.231568
1.643199E+00,0.148606
1.643520E+00,0.148602
1.643841E+00,0.148599
1.644162E+00,1.230547
1.644483E+00,0.149230
1.644804E+00,0.148589
1.645125E+00,1.229782
1.645446E+00,0.149220
1.645767E+00,0.149217
1.646088E+00,0.149213
1.646409E+00,0.148571
1.646730E+00,1.228506
1.647051E+00,0.149203
1.647372E+00,0.148561
1.647693E+00,1.227741
1.648014E+00,0.149192
1.648335E+00,0.149189
1.648656E+00,0.149186
1.648977E+00,0.149183
1.649298E+00,0.149179
1.649619E+00,0.149176
1.649940E+00,0.149172
1.650261E+00,0.149169
1.650582E+00,0.149165
1.650903E+00,0.149162
1.651224E+00,0.148519
1.651545E+00,1.224682
1.651866E+00,0.148512
1.652187E+00,1.224172
1.652508E+00,0.148505
1.652829E+00,0.148501
1.653150E+00,1.223407
1.653471E+00,0.149133
1.653792E+00,0.149130
1.654113E+00,0.148487
1.654434E+00,0.148483
1.654755E+00,1.222133
1.655076E+00,0.148477
1.655397E+00,1.221625
1.655718E+00,0.148470
1.656039E+00,1.221115
1.656360E+00,0.149101
1.656681E+00,0.149098
1.657002E+00,0.148455
1.657323E+00,1.220096
1.657644E+00,0.149087
1.657965E+00,0.149083
1.658286E+00,0.149079
1.658607E+00,0.149076
1.658928E+00,0.149072
1.659249E+00,0.148429
1.659570E+00,1.218312
1.659891E+00,0.148422
1.660212E+00,0.148418
1.660533E+00,1.217548
1.660854E+00,0.148411
1.661175E+00,1.217040
1.661496E+00,0.149043
1.661817E+00,0.149040
1.662138E+00,0.149036
1.662459E+00,0.149032
1.662780E+00,0.148389
1.663101E+00,1.215512
1.663422E+00,0.149021
1.663743E+00,0.149017
1.664064E+00,0.149013
1.664385E+00,0.149010
1.664706E+00,0.148366
1.665027E+00,0.148363
1.665348E+00,0.148359
1.665669E+00,1.213475
1.665990E+00,0.148991
1.666311E+00,0.148987
1.666632E+00,0.148983
1.666953E+00,0.148979
1.667274E+00,0.148337
1.667595E+00,1.211949
1.667916E+00,0.148329
1.668237E+00,0.148325
1.668558E+00,1.211186
1.668879E+00,0.148957
1.669200E+00,0.148953
1.669521E+00,0.148310
1.669842E+00,1.210168
1.670163E+00,0.148942
1.670484E+00,0.148298
1.670805E+00,1.209405
1.671126E+00,0.148290
1.671447E+00,1.208896
1.671768E+00,0.148922
1.672089E+00,0.148918
1.672410E+00,0.148914
1.672731E+00,0.148910
1.673052E+00,0.148907
1.673373E+00,0.148263
1.673694E+00,0.148260
1.674015E+00,1.206862
1.674336E+00,0.148892
1.674657E+00,0.148888
1.674978E+00,0.148884
1.675299E+00,0.148880
1.675620E+00,0.148876
1.675941E+00,0.148232
1.676262E+00,1.205082
1.676583E+00,0.148864
1.676904E+00,0.148220
1.677225E+00,1.204320
1.677546E+00,0.148852
1.677867E+00,0.148208
1.678188E+00,1.203557
1.678509E+00,0.148840
1.678830E+00,0.148196
1.679151E+00,1.202795
1.679472E+00,0.148188
1.679793E+00,1.202287
1.680114E+00,0.148820
1.680435E+00,0.148816
1.680756E+00,0.148812
1.681077E+00,0.148808
1.681398E+00,0.148804
1.681719E+00,0.148800
1.682040E+00,0.148796
1.682361E+00,0.148792
1.682682E+00,0.148148
1.683003E+00,1.199746
1.683324E+00,0.148139
1.683645E+00,0.148135
1.683966E+00,0.148131
1.684287E+00,0.148127
1.684608E+00,1.198477
1.684929E+00,0.148760
1.685250E+00,0.148756
1.685571E+00,0.148752
1.685892E+00,0.148747
1.686213E+00,0.148743
1.686534E+00,0.148739
1.686855E+00,0.148735
1.687176E+00,0.148731
1.687497E+00,0.148727
1.687818E+00,0.148723
1.688139E+00,0.148718
1.688460E+00,0.148714
1.688781E+00,0.148710
1.689102E+00,0.148706
1.689423E+00,0.148061
1.689744E+00,0.148057
1.690065E+00,0.148052
1.690386E+00,1.193908
1.690707E+00,0.148045
1.691028E+00,1.193400
1.691349E+00,0.148677
1.691670E+00,0.148673
1.691991E+00,0.148668
1.692312E+00,0.148664
1.692633E+00,0.148660
1.692954E+00,0.148656
1.693275E+00,0.148651
1.693596E+00,0.148006
1.693917E+00,1.191116
1.694238E+00,0.148639
1.694559E+00,0.148634
1.694880E+00,0.147989
1.695201E+00,1.190102
1.695522E+00,0.148621
1.695843E+00,0.148617
1.696164E+00,0.148613
1.696485E+00,0.148609
1.696806E+00,0.148605
1.697127E+00,0.147959
1.697448E+00,1.188327
1.697769E+00,0.147951
1.698090E+00,1.187820
1.698411E+00,0.148583
1.698732E+00,0.148579
1.699053E+00,0.148574
1.699374E+00,0.148570
1.699695E+00,0.148566
1.700016E+00,0.148561
1.700337E+00,0.148557
1.700658E+00,0.148552
1.700979E+00,0.148548
1.701300E+00,0.148544
1.701621E+00,0.148539
1.701942E+00,0.148535
1.702263E+00,0.147890
1.702584E+00,0.147885
1.702905E+00,0.147881
1.703226E+00,1.183764
1.703547E+00,0.147872
1.703868E+00,1.183257
1.704189E+00,0.148504
1.704510E+00,0.148500
1.704831E+00,0.148495
1.705152E+00,0.148491
1.705473E+00,0.147845
1.705794E+00,1.181737
1.706115E+00,0.148478
1.706436E+00,0.148473
1.706757E+00,0.147827
1.707078E+00,1.180724
1.707399E+00,0.147818
1.707720E+00,0.147814
1.708041E+00,1.179965
1.708362E+00,0.148447
1.708683E+00,0.148442
1.709004E+00,0.148438
1.709325E+00,0.148433
1.709646E+00,0.147787
1.709967E+00,1.178445
1.710288E+00,0.148419
1.710609E+00,0.148415
1.710930E+00,0.148410
1.711251E+00,0.147764
1.711572E+00,1.177179
1.711893E+00,0.147754
1.712214E+00,1.176673
1.712535E+00,0.148387
1.712856E+00,0.148383
1.713177E+00,0.148378
1.713498E+00,0.148374
1.713819E+00,0.148369
1.714140E+00,0.148365
1.714461E+00,0.147718
1.714782E+00,1.174648
1.715103E+00,0.148351
1.715424E+00,0.147704
1.715745E+00,1.173889
1.716066E+00,0.147694
1.716387E+00,1.173383
1.716708E+00,0.147685
1.717029E+00,0.147680
1.717350E+00,1.172624
1.717671E+00,0.147671
1.717992E+00,0.147666
1.718313E+00,1.171865
1.718634E+00,0.148299
1.718955E+00,0.148294
1.719276E+00,0.148290
1.719597E+00,0.148286
1.719918E+00,0.147638
1.720239E+00,1.170348
1.720560E+00,0.148271
1.720881E+00,0.148267
1.721202E+00,0.148262
1.721523E+00,0.147615
1.721844E+00,1.169084
1.722165E+00,0.148248
1.722486E+00,0.147600
1.722807E+00,0.147595
1.723128E+00,1.168072
1.723449E+00,0.147586
1.723770E+00,1.167567
1.724091E+00,0.147576
1.724412E+00,1.167061
1.724733E+00,0.148209
1.725054E+00,0.148205
1.725375E+00,0.147557
1.725696E+00,1.166051
1.726017E+00,0.148190
1.726338E+00,0.147543
1.726659E+00,1.165293
1.726980E+00,0.147533
1.727301E+00,0.147528
1.727622E+00,1.164535
1.727943E+00,0.148161
1.728264E+00,0.148156
1.728585E+00,0.148151
1.728906E+00,0.148147
1.729227E+00,0.148142
1.729548E+00,0.148137
1.729869E+00,0.148132
1.730190E+00,0.148127
1.730511E+00,0.148122
1.730832E+00,0.148118
1.731153E+00,0.147470
1.731474E+00,1.161504
1.731795E+00,0.148103
1.732116E+00,0.147455
1.732437E+00,1.160746
1.732758E+00,0.148088
1.733079E+00,0.148083
1.733400E+00,0.147435
1.733721E+00,1.159736
1.734042E+00,0.147425
1.734363E+00,1.159231
1.734684E+00,0.148058
1.735005E+00,0.147410
1.735326E+00,1.158474
1.735647E+00,0.147399
1.735968E+00,1.157969
1.736289E+00,0.148033
1.736610E+00,0.148029
1.736931E+00,0.148023
1.737252E+00,0.148018
1.737573E+00,0.147370
1.737894E+00,0.147365
1.738215E+00,0.147360
1.738536E+00,1.155950
1.738857E+00,0.147993
1.739178E+00,0.147988
1.739499E+00,0.147339
1.739820E+00,1.154941
1.740141E+00,0.147973
1.740462E+00,0.147968
1.740783E+00,0.147962
1.741104E+00,0.147313
1.741425E+00,1.153680
1.741746E+00,0.147947
1.742067E+00,0.147298
1.742388E+00,1.152923
1.742709E+00,0.147288
1.743030E+00,1.152419
1.743351E+00,0.147922
1.743672E+00,0.147917
1.743993E+00,0.147912
1.744314E+00,0.147262
1.744635E+00,1.151158
1.744956E+00,0.147896
1.745277E+00,0.147247
1.745598E+00,0.147241
1.745919E+00,1.150150
1.746240E+00,0.147231
1.746561E+00,0.147226
1.746882E+00,1.149393
1.747203E+00,0.147215
1.747524E+00,0.147210
1.747845E+00,0.147205
1.748166E+00,1.148386
1.748487E+00,0.147839
1.748808E+00,0.147834
1.749129E+00,0.147829
1.749450E+00,0.147823
1.749771E+00,0.147818
1.750092E+00,0.147168
1.750413E+00,0.147163
1.750734E+00,1.146370
1.751055E+00,0.147152
1.751376E+00,0.147147
1.751697E+00,1.145614
1.752018E+00,0.147136
1.752339E+00,1.145110
1.752660E+00,0.147770
1.752981E+00,0.147120
1.753302E+00,0.147115
1.753623E+00,0.147109
1.753944E+00,1.143851
1.754265E+00,0.147099
1.754586E+00,0.147094
1.754907E+00,0.147089
1.755228E+00,1.142844
1.755549E+00,0.147723
1.755870E+00,0.147717
1.756191E+00,0.147712
1.756512E+00,0.147706
1.756833E+00,0.147056
1.757154E+00,0.147051
1.757475E+00,1.141081
1.757796E+00,0.147040
1.758117E+00,0.147034
1.758438E+00,0.147029
1.758759E+00,1.140074
1.759080E+00,0.147018
1.759401E+00,1.139571
1.759722E+00,0.147007
1.760043E+00,0.147002
1.760364E+00,1.138816
1.760685E+00,0.147636
1.761006E+00,0.147631
1.761327E+00,0.146980
1.761648E+00,1.137810
1.761969E+00,0.147614
1.762290E+00,0.146963
1.762611E+00,1.137055
1.762932E+00,0.147598
1.763253E+00,0.147592
1.763574E+00,0.147587
1.763895E+00,0.147581
1.764216E+00,0.146930
1.764537E+00,1.135546
1.764858E+00,0.147564
1.765179E+00,0.147559
1.765500E+00,0.147554
1.765821E+00,0.147548
1.766142E+00,0.146897
1.766463E+00,1.134037
1.766784E+00,0.146886
1.767105E+00,1.133534
1.767426E+00,0.147520
1.767747E+00,0.147515
1.768068E+00,0.147509
1.768389E+00,0.146858
1.768710E+00,1.132277
1.769031E+00,0.147492
1.769352E+00,0.147487
1.769673E+00,0.146835
1.769994E+00,1.131272
1.770315E+00,0.147470
1.770636E+00,0.146818
1.770957E+00,1.130518
1.771278E+00,0.147453
1.771599E+00,0.147448
1.771920E+00,0.146796
1.772241E+00,1.129513
1.772562E+00,0.147431
1.772883E+00,0.147425
1.773204E+00,0.147419
1.773525E+00,0.147413
1.773846E+00,0.147408
1.774167E+00,0.147402
1.774488E+00,0.147396
1.774809E+00,0.147390
1.775130E+00,0.146738
1.775451E+00,1.127001
1.775772E+00,0.147373
1.776093E+00,0.146721
1.776414E+00,1.126248
1.776735E+00,0.146709
1.777056E+00,0.146704
1.777377E+00,1.125494
1.777698E+00,0.146692
1.778019E+00,1.124992
1.778340E+00,0.147327
1.778661E+00,0.147322
1.778982E+00,0.146669
1.779303E+00,0.146663
1.779624E+00,0.146657
1.779945E+00,1.123486
1.780266E+00,0.147292
1.780587E+00,0.146640
1.780908E+00,1.122733
1.781229E+00,0.147275
1.781550E+00,0.147269
1.781871E+00,0.147263
1.782192E+00,0.146610
1.782513E+00,1.121478
1.782834E+00,0.146599
1.783155E+00,1.120976
1.783476E+00,0.147234
1.783797E+00,0.147228
1.784118E+00,0.146575
1.784439E+00,1.119973
1.784760E+00,0.147211
1.785081E+00,0.147205
1.785402E+00,0.147199
1.785723E+00,0.147193
1.786044E+00,0.147187
1.786365E+00,0.147181
1.786686E+00,0.147175
1.787007E+00,0.147169
1.787328E+00,0.146515
1.787649E+00,0.146509
1.787970E+00,1.117214
1.788291E+00,0.146497
1.788612E+00,1.116712
1.788933E+00,0.146486
1.789254E+00,1.116211
1.789575E+00,0.147121
1.789896E+00,0.147115
1.790217E+00,0.147109
1.790538E+00,0.147103
1.790859E+00,0.147097
1.791180E+00,0.147091
1.791501E+00,0.146437
1.791822E+00,1.114206
1.792143E+00,0.147073
1.792464E+00,0.147067
1.792785E+00,0.147061
1.793106E+00,0.147055
1.793427E+00,0.147049
1.793748E+00,0.147042
1.794069E+00,0.147036
1.794390E+00,0.147031
1.794711E+00,0.147025
1.795032E+00,0.147019
1.795353E+00,0.147013
1.795674E+00,0.147006
1.795995E+00,0.147000
1.796316E+00,0.146994
1.796637E+00,0.146340
1.796958E+00,0.146334
1.797279E+00,1.109946
1.797600E+00,0.146969
1.797921E+00,0.146963
1.798242E+00,0.146957
1.798563E+00,0.146951
1.798884E+00,0.146945
1.799205E+00,0.146938
1.799526E+00,0.146284
1.799847E+00,1.107943
1.800168E+00,0.146920
1.800489E+00,0.146266
1.800810E+00,1.107192
1.801131E+00,0.146902
1.801452E+00,0.146895
1.801773E+00,0.146241
1.802094E+00,1.106191
1.802415E+00,0.146877
1.802736E+00,0.146870
1.803057E+00,0.146864
1.803378E+00,0.146858
1.803699E+00,0.146203
1.804020E+00,1.104689
1.804341E+00,0.146839
1.804662E+00,0.146832
1.804983E+00,0.146826
1.805304E+00,0.146820
1.805625E+00,0.146813
1.805946E+00,0.146159
1.806267E+00,1.102938
1.806588E+00,0.146795
1.806909E+00,0.146140
1.807230E+00,0.146133
1.807551E+00,0.146127
1.807872E+00,1.101687
1.808193E+00,0.146763
1.808514E+00,0.146757
1.808835E+00,0.146750
1.809156E+00,0.146095
1.809477E+00,0.146088
1.809798E+00,0.146082
1.810119E+00,1.099936
1.810440E+00,0.146718
1.810761E+00,0.146063
1.811082E+00,1.099186
1.811403E+00,0.146050
1.811724E+00,1.098686
1.812045E+00,0.146037
1.812366E+00,0.146031
1.812687E+00,1.097936
1.813008E+00,0.146018
1.813329E+00,0.146011
1.813650E+00,1.097187
1.813971E+00,0.146648
1.814292E+00,0.146641
1.814613E+00,0.146635
1.814934E+00,0.146628
1.815255E+00,0.146622
1.815576E+00,0.146615
1.815897E+00,0.146609
1.816218E+00,0.146602
1.816539E+00,0.145946
1.816860E+00,1.094688
1.817181E+00,0.146583
1.817502E+00,0.146577
1.817823E+00,0.146570
1.818144E+00,0.146564
1.818465E+00,0.146557
1.818786E+00,0.146550
1.819107E+00,0.146544
1.819428E+00,0.145887
1.819749E+00,1.092440
1.820070E+00,0.146524
1.820391E+00,0.146517
1.820712E+00,0.146511
1.821033E+00,0.146504
1.821354E+00,0.146497
1.821675E+00,0.146491
1.821996E+00,0.146484
1.822317E+00,0.145827
1.822638E+00,0.145820
1.822959E+00,1.089943
1.823280E+00,0.146458
1.823601E+00,0.146451
1.823922E+00,0.146445
1.824243E+00,0.146438
1.824564E+00,0.146431
1.824885E+00,0.146425
1.825206E+00,0.146418
1.825527E+00,0.146411
1.825848E+00,0.146404
1.826169E+00,0.146398
1.826490E+00,0.146391
1.826811E+00,0.146384
1.827132E+00,0.146377
1.827453E+00,0.146371
1.827774E+00,0.145713
1.828095E+00,1.085950
1.828416E+00,0.145699
1.828737E+00,1.085451
1.829058E+00,0.146338
1.829379E+00,0.146331
1.829700E+00,0.146324
1.830021E+00,0.145666
1.830342E+00,1.084204
1.830663E+00,0.146303
1.830984E+00,0.145645
1.831305E+00,0.145639
1.831626E+00,0.145632
1.831947E+00,0.145625
1.832268E+00,1.082708
1.832589E+00,0.146262
1.832910E+00,0.146256
1.833231E+00,0.146249
1.833552E+00,0.146242
1.833873E+00,0.145583
1.834194E+00,1.081212
1.834515E+00,0.146221
1.834836E+00,0.145563
1.835157E+00,0.145556
1.835478E+00,0.145549
1.835799E+00,1.079966
1.836120E+00,0.146187
1.836441E+00,0.145528
1.836762E+00,1.079218
1.837083E+00,0.145514
1.837404E+00,1.078720
1.837725E+00,0.146152
1.838046E+00,0.146145
1.838367E+00,0.146138
1.838688E+00,0.146131
1.839009E+00,0.146124
1.839330E+00,0.146117
1.839651E+00,0.145458
1.839972E+00,1.076727
1.840293E+00,0.146096
1.840614E+00,0.146090
1.840935E+00,0.145431
1.841256E+00,1.075730
1.841577E+00,0.145417
1.841898E+00,1.075232
1.842219E+00,0.146055
1.842540E+00,0.146048
1.842861E+00,0.145388
1.843182E+00,0.145381
1.843503E+00,1.073988
1.843824E+00,0.146020
1.844145E+00,0.146012
1.844466E+00,0.146005
1.844787E+00,0.145346
1.845108E+00,1.072743
1.845429E+00,0.145331
1.845750E+00,1.072245
1.846071E+00,0.145970
1.846392E+00,0.145963
1.846713E+00,0.145303
1.847034E+00,1.071249
1.847355E+00,0.145289
1.847676E+00,1.070752
1.847997E+00,0.145928
1.848318E+00,0.145920
1.848639E+00,0.145913
1.848960E+00,0.145906
1.849281E+00,0.145899
1.849602E+00,0.145239
1.849923E+00,1.069010
1.850244E+00,0.145877
1.850565E+00,0.145870
1.850886E+00,0.145863
1.851207E+00,0.145202
1.851528E+00,0.145195
1.851849E+00,0.145188
1.852170E+00,1.067269
1.852491E+00,0.145827
1.852812E+00,0.145820
1.853133E+00,0.145813
1.853454E+00,0.145805
1.853775E+00,0.145798
1.854096E+00,0.145791
1.854417E+00,0.145784
1.854738E+00,0.145776
1.855059E+00,0.145769
1.855380E+00,0.145762
1.855701E+00,0.145101
1.856022E+00,1.064286
1.856343E+00,0.145740
1.856664E+00,0.145732
1.856985E+00,0.145071
1.857306E+00,1.063291
1.857627E+00,0.145710
1.857948E+00,0.145704
1.858269E+00,0.145696
1.858590E+00,0.145035
1.858911E+00,1.062048
1.859232E+00,0.145674
1.859553E+00,0.145667
1.859874E+00,0.145659
1.860195E+00,0.145652
1.860516E+00,0.145644
1.860837E+00,0.144983
1.861158E+00,1.060310
1.861479E+00,0.144968
1.861800E+00,1.059813
1.862121E+00,0.145607
1.862442E+00,0.145600
1.862763E+00,0.144938
1.863084E+00,1.058820
1.863405E+00,0.144923
1.863726E+00,1.058322
1.864047E+00,0.145563
1.864368E+00,0.145556
1.864689E+00,0.145548
1.865010E+00,0.145541
1.865331E+00,0.145533
1.865652E+00,0.145526
1.865973E+00,0.145518
1.866294E+00,0.145510
1.866615E+00,0.145503
1.866936E+00,0.145495
1.867257E+00,0.145488
1.867578E+00,0.145480
1.867899E+00,0.145473
1.868220E+00,0.145465
1.868541E+00,0.145457
1.868862E+00,0.144795
1.869183E+00,0.144787
1.869504E+00,1.053854
1.869825E+00,0.145428
1.870146E+00,0.145420
1.870467E+00,0.144757
1.870788E+00,1.052862
1.871109E+00,0.145397
1.871430E+00,0.145390
1.871751E+00,0.144727
1.872072E+00,1.051870
1.872393E+00,0.145367
1.872714E+00,0.145359
1.873035E+00,0.145351
1.873356E+00,0.144688
1.873677E+00,0.144680
1.873998E+00,1.050382
1.874319E+00,0.144665
1.874640E+00,1.049886
1.874961E+00,0.144649
1.875282E+00,1.049389
1.875603E+00,0.145290
1.875924E+00,0.145283
1.876245E+00,0.145275
1.876566E+00,0.145267
1.876887E+00,0.145260
1.877208E+00,0.145252
1.877529E+00,0.145244
1.877850E+00,0.145236
1.878171E+00,0.145228
1.878492E+00,0.145221
1.878813E+00,0.145213
1.879134E+00,0.145205
1.879455E+00,0.145197
1.879776E+00,0.144533
1.880097E+00,1.045672
1.880418E+00,0.145174
1.880739E+00,0.145166
1.881060E+00,0.144503
1.881381E+00,1.044680
1.881702E+00,0.144487
1.882023E+00,1.044184
1.882344E+00,0.145127
1.882665E+00,0.144463
1.882986E+00,1.043441
1.883307E+00,0.145104
1.883628E+00,0.145096
1.883949E+00,0.145088
1.884270E+00,0.145080
1.884591E+00,0.144415
1.884912E+00,1.041955
1.885233E+00,0.145056
1.885554E+00,0.145048
1.885875E+00,0.145040
1.886196E+00,0.145033
1.886517E+00,0.145025
1.886838E+00,0.145017
1.887159E+00,0.145009
1.887480E+00,0.145001
1.887801E+00,0.144993
1.888122E+00,0.144986
1.888443E+00,0.144978
1.888764E+00,0.144312
1.889085E+00,0.144304
1.889406E+00,1.038489
1.889727E+00,0.144288
1.890048E+00,1.037994
1.890369E+00,0.144929
1.890690E+00,0.144264
1.891011E+00,1.037252
1.891332E+00,0.144248
1.891653E+00,0.144240
1.891974E+00,1.036510
1.892295E+00,0.144223
1.892616E+00,0.144216
1.892937E+00,1.035767
1.893258E+00,0.144858
1.893579E+00,0.144850
1.893900E+00,0.144841
1.894221E+00,0.144833
1.894542E+00,0.144167
1.894863E+00,1.034283
1.895184E+00,0.144809
1.895505E+00,0.144801
1.895826E+00,0.144793
1.896147E+00,0.144784
1.896468E+00,0.144118
1.896789E+00,0.144110
1.897110E+00,0.144102
1.897431E+00,1.032305
1.897752E+00,0.144744
1.898073E+00,0.144077
1.898394E+00,1.031563
1.898715E+00,0.144061
1.899036E+00,1.031068
1.899357E+00,0.144703
1.899678E+00,0.144037
1.899999E+00,0.144028
1.900320E+00,0.144020
1.900641E+00,1.029833
1.900962E+00,0.144662
1.901283E+00,0.144654
1.901604E+00,0.144646
1.901925E+00,0.144637
1.902246E+00,0.144629
1.902567E+00,0.144621
1.902888E+00,0.144613
1.903209E+00,0.144604
1.903530E+00,0.144596
1.903851E+00,0.144588
1.904172E+00,0.144580
1.904493E+00,0.144572
1.904814E+00,0.143904
1.905135E+00,1.026373
1.905456E+00,0.143888
1.905777E+00,1.025879
1.906098E+00,0.144530
1.906419E+00,0.143862
1.906740E+00,0.143854
1.907061E+00,0.143846
1.907382E+00,1.024645
1.907703E+00,0.144488
1.908024E+00,0.144480
1.908345E+00,0.144471
1.908666E+00,0.143803
1.908987E+00,1.023410
1.909308E+00,0.144446
1.909629E+00,0.144438
1.909950E+00,0.144430
1.910271E+00,0.143762
1.910592E+00,1.022175
1.910913E+00,0.144405
1.911234E+00,0.143736
1.911555E+00,0.143728
1.911876E+00,1.021188
1.912197E+00,0.144371
1.912518E+00,0.144362
1.912839E+00,0.143694
1.913160E+00,1.020201
1.913481E+00,0.143677
1.913802E+00,1.019708
1.914123E+00,0.144320
1.914444E+00,0.144311
1.914765E+00,0.144303
1.915086E+00,0.144295
1.915407E+00,0.144286
1.915728E+00,0.144278
1.916049E+00,0.144269
1.916370E+00,0.143600
1.916691E+00,1.017487
1.917012E+00,0.144243
1.917333E+00,0.144235
1.917654E+00,0.144226
1.917975E+00,0.144218
1.918296E+00,0.143548
1.918617E+00,1.016008
1.918938E+00,0.143531
1.919259E+00,1.015515
1.919580E+00,0.143514
1.919901E+00,1.015022
1.920222E+00,0.144157
1.920543E+00,0.144149
1.920864E+00,0.144141
1.921185E+00,0.144132
1.921506E+00,0.144123
1.921827E+00,0.144115
1.922148E+00,0.143445
1.922469E+00,1.013049
1.922790E+00,0.143427
1.923111E+00,1.012556
1.923432E+00,0.143410
1.923753E+00,1.012063
1.924074E+00,0.143392
1.924395E+00,1.011571
1.924716E+00,0.144036
1.925037E+00,0.144027
1.925358E+00,0.143357
1.925679E+00,1.010585
1.926000E+00,0.143340
1.926321E+00,1.010092
1.926642E+00,0.143984
1.926963E+00,0.143314
1.927284E+00,1.009353
1.927605E+00,0.143296
1.927926E+00,1.008860
1.928247E+00,0.143940
1.928568E+00,0.143269
1.928889E+00,1.008122
1.929210E+00,0.143251
1.929531E+00,0.143243
1.929852E+00,0.143234
1.930173E+00,1.007137
1.930494E+00,0.143878
1.930815E+00,0.143869
1.931136E+00,0.143198
1.931457E+00,0.143190
1.931778E+00,1.005905
1.932099E+00,0.143834
1.932420E+00,0.143825
1.932741E+00,0.143817
1.933062E+00,0.143808
1.933383E+00,0.143799
1.933704E+00,0.143790
1.934025E+00,0.143781
1.934346E+00,0.143772
1.934667E+00,0.143763
1.934988E+00,0.143754
1.935309E+00,0.143082
1.935630E+00,1.002952
1.935951E+00,0.143064
1.936272E+00,0.143055
1.936593E+00,1.002214
1.936914E+00,0.143701
1.937235E+00,0.143692
1.937556E+00,0.143020
1.937877E+00,1.001229
1.938198E+00,0.143665
1.938519E+00,0.143656
1.938840E+00,0.143647
1.939161E+00,0.142974
1.939482E+00,1.000000
1.939803E+00,0.142956
1.940124E+00,0.999508
1.940445E+00,0.142938
1.940766E+00,0.142928
1.941087E+00,0.142919
1.941408E+00,0.142910
1.941729E+00,0.998279
1.942050E+00,0.142892
1.942371E+00,0.997786
1.942692E+00,0.143538
